id,time,city,job,number_employees,major,level
5495,1697321635000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,senior
5496,1673574011000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,senior
5497,1714311494000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,junior
5498,1676281790000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,senior
5499,1684798167000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,middle
5500,1704340041000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,senior
5501,1676273115000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,senior
5502,1716448761000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,fresher
5503,1675791197000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,senior
5504,1710648573000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,senior
5505,1695252035000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,senior
5506,1690841686000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,senior
5507,1675739011000,Hà Nội,NodeJs,2,Công nghệ thông tin,junior
5508,1708742617000,Hà Nội,ReactJs,1,Công nghệ thông tin,fresher
5509,1696014344000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,intern
5510,1706975703000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,middle
5511,1702783553000,Hà Nội,Data Scientist,2,Công nghệ thông tin,middle
5512,1676962321000,Hà Nội,NodeJs,3,Công nghệ thông tin,intern
5513,1694651294000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,intern
5514,1673134770000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,senior
5515,1701635985000,Hà Nội,NodeJs,3,Công nghệ thông tin,junior
5516,1706433163000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,middle
5517,1710161726000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,middle
5518,1674052995000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,middle
5519,1682910230000,Hà Nội,Java Developer,2,Công nghệ thông tin,intern
5520,1712537777000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,junior
5521,1677862187000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,middle
5522,1695549444000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,intern
5523,1713413905000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,senior
5524,1717094172000,Hà Nội,Python Developer,3,Công nghệ thông tin,intern
5525,1705791458000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,senior
5526,1681864074000,Hà Nội,Data Scientist,2,Công nghệ thông tin,fresher
5527,1697519414000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,junior
5528,1706873003000,Hà Nội,ReactJs,2,Công nghệ thông tin,middle
5529,1687047926000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,senior
5530,1692030849000,Hà Nội,ReactJs,3,Công nghệ thông tin,fresher
5531,1682790428000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,fresher
5532,1698117480000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,senior
5533,1695143362000,Hà Nội,ReactJs,2,Công nghệ thông tin,junior
5534,1715280834000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,middle
5535,1706752591000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,fresher
5536,1703503465000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,junior
5537,1710533749000,Hà Nội,NodeJs,1,Công nghệ thông tin,fresher
5538,1716996673000,Hà Nội,Data Scientist,3,Công nghệ thông tin,junior
5539,1685980632000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,senior
5540,1684713107000,Hà Nội,Data Scientist,3,Công nghệ thông tin,fresher
5541,1676917977000,Hà Nội,Python Developer,2,Công nghệ thông tin,middle
5542,1673801431000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,senior
5543,1700152835000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,intern
5544,1690114018000,Hà Nội,ReactJs,2,Công nghệ thông tin,senior
5545,1681194300000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,fresher
5546,1694788247000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,middle
5547,1706887766000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,senior
5548,1691124445000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,junior
5549,1695683808000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,intern
5550,1674847784000,Hà Nội,Java Developer,3,Công nghệ thông tin,junior
5551,1685962396000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,intern
5552,1712809747000,Hà Nội,Data Scientist,2,Công nghệ thông tin,fresher
5553,1673361341000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,fresher
5554,1704714280000,Hà Nội,NodeJs,3,Công nghệ thông tin,middle
5555,1675125675000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,senior
5556,1706194840000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,fresher
5557,1707104005000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,fresher
5558,1700094185000,Hà Nội,Data Scientist,2,Công nghệ thông tin,senior
5559,1688060284000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,senior
5560,1681595792000,Hà Nội,Python Developer,3,Công nghệ thông tin,junior
5561,1715245288000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,intern
5562,1697672330000,Hà Nội,Backend Developer,3,Công nghệ thông tin,fresher
5563,1701525759000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,junior
5564,1707248114000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,intern
5565,1693387333000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,fresher
5566,1717139918000,Hà Nội,ReactJs,3,Công nghệ thông tin,fresher
5567,1715346276000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,intern
5568,1698194281000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,fresher
5569,1692485704000,Hà Nội,Data Scientist,1,Công nghệ thông tin,senior
5570,1688705543000,Hà Nội,Java Developer,3,Công nghệ thông tin,senior
5571,1675176962000,Hà Nội,Backend Developer,3,Công nghệ thông tin,middle
5572,1696233295000,Hà Nội,Backend Developer,1,Công nghệ thông tin,middle
5573,1695813416000,Hà Nội,Data Scientist,1,Công nghệ thông tin,middle
5574,1713710634000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,senior
5575,1699323130000,Hà Nội,ReactJs,1,Công nghệ thông tin,middle
5576,1688123416000,Hà Nội,Python Developer,1,Công nghệ thông tin,senior
5577,1697622966000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,middle
5578,1715354775000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,senior
5579,1712240029000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,junior
5580,1698772762000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,senior
5581,1686833181000,Hồ Chí Minh,ReactJs,3,Công nghệ thông tin,senior
5582,1708419156000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,fresher
5583,1686654413000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,senior
5584,1685524579000,Hà Nội,Data Scientist,1,Công nghệ thông tin,senior
5585,1676495072000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,intern
5586,1711256557000,Hồ Chí Minh,ReactJs,3,Công nghệ thông tin,fresher
5587,1697759334000,Hà Nội,Backend Developer,3,Công nghệ thông tin,intern
5588,1708112965000,Hà Nội,Backend Developer,3,Công nghệ thông tin,fresher
5589,1708284897000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,intern
5590,1691331751000,Hà Nội,NodeJs,2,Công nghệ thông tin,intern
5591,1693439002000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,intern
5592,1710839118000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,junior
5593,1697911202000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,fresher
5594,1678633382000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,senior
5595,1697559054000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,intern
5596,1709191864000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,fresher
5597,1694322616000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,fresher
5598,1697854299000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,middle
5599,1676387359000,Hà Nội,Data Scientist,1,Công nghệ thông tin,senior
5600,1701982049000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,junior
5601,1681686602000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,middle
5602,1678718166000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,junior
5603,1691587156000,Hà Nội,Data Scientist,2,Công nghệ thông tin,senior
5604,1706054450000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,fresher
5605,1691657382000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,junior
5606,1697353164000,Hà Nội,Python Developer,2,Công nghệ thông tin,intern
5607,1705995863000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,middle
5608,1689630474000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,intern
5609,1714847149000,Hà Nội,Python Developer,2,Công nghệ thông tin,intern
5610,1690566422000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,intern
5611,1677689463000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,fresher
5612,1702451945000,Hà Nội,NodeJs,3,Công nghệ thông tin,middle
5613,1675108428000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,intern
5614,1681736390000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,middle
5615,1684847868000,Hà Nội,Backend Developer,1,Công nghệ thông tin,middle
5616,1674899323000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,senior
5617,1676789055000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,intern
5618,1714082644000,Hà Nội,ReactJs,2,Công nghệ thông tin,junior
5619,1685777821000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,intern
5620,1694088614000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,junior
5621,1685247460000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,fresher
5622,1682490455000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,intern
5623,1691699904000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,junior
5624,1687208982000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,senior
5625,1683209100000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,senior
5626,1715458231000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,intern
5627,1683541716000,Hà Nội,ReactJs,3,Công nghệ thông tin,intern
5628,1694701413000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,middle
5629,1678018293000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,junior
5630,1676931478000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,fresher
5631,1688361804000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,junior
5632,1683912896000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,senior
5633,1695870064000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,middle
5634,1677305155000,Hà Nội,Backend Developer,3,Công nghệ thông tin,junior
5635,1676769321000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,senior
5636,1686809162000,Hà Nội,Data Scientist,3,Công nghệ thông tin,middle
5637,1674210533000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,intern
5638,1715952100000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,senior
5639,1710806033000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,fresher
5640,1699135493000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,junior
5641,1710405569000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,fresher
5642,1706954592000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,senior
5643,1691818370000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,fresher
5644,1689292070000,Hà Nội,Data Scientist,3,Công nghệ thông tin,senior
5645,1714449732000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,middle
5646,1706735861000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,intern
5647,1714374001000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,intern
5648,1709662692000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,fresher
5649,1714123464000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,senior
5650,1704843342000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,fresher
5651,1683201774000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,junior
5652,1698582746000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,fresher
5653,1703438684000,Hồ Chí Minh,Python Developer,3,Công nghệ thông tin,middle
5654,1712811942000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,senior
5655,1682162904000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,fresher
5656,1701899365000,Hà Nội,Java Developer,3,Công nghệ thông tin,middle
5657,1694815120000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,intern
5658,1706956925000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,junior
5659,1715347751000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,junior
5660,1704383952000,Hà Nội,Data Scientist,3,Công nghệ thông tin,intern
5661,1710063150000,Hà Nội,Python Developer,2,Công nghệ thông tin,intern
5662,1690683701000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,senior
5663,1684049825000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,junior
5664,1698389276000,Hà Nội,Data Scientist,1,Công nghệ thông tin,intern
5665,1675028293000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,intern
5666,1686278527000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,middle
5667,1677072383000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,senior
5668,1698013620000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,senior
5669,1715544924000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,junior
5670,1672845810000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,senior
5671,1699504786000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,junior
5672,1715628440000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,junior
5673,1703077604000,Hà Nội,Java Developer,2,Công nghệ thông tin,intern
5674,1691709344000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,fresher
5675,1685503043000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
5676,1715197733000,Hà Nội,Java Developer,1,Công nghệ thông tin,intern
5677,1689340688000,Hà Nội,Python Developer,3,Công nghệ thông tin,junior
5678,1696244409000,Hà Nội,ReactJs,1,Công nghệ thông tin,intern
5679,1674807124000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,junior
5680,1707856008000,Hà Nội,NodeJs,2,Công nghệ thông tin,intern
5681,1694922169000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,intern
5682,1688512281000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,intern
5683,1679308582000,Hà Nội,Backend Developer,3,Công nghệ thông tin,senior
5684,1699055873000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,senior
5685,1683042605000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,senior
5686,1698045967000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,middle
5687,1688622505000,Hà Nội,Java Developer,2,Công nghệ thông tin,junior
5688,1695525636000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,intern
5689,1684326256000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,fresher
5690,1707171837000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,intern
5691,1711850553000,Hà Nội,NodeJs,1,Công nghệ thông tin,senior
5692,1707051914000,Hà Nội,Data Scientist,2,Công nghệ thông tin,intern
5693,1675961209000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,middle
5694,1694757215000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,middle
5695,1704484483000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,intern
5696,1715361392000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,junior
5697,1687369340000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,intern
5698,1680555025000,Hà Nội,Backend Developer,3,Công nghệ thông tin,intern
5699,1694388842000,Hồ Chí Minh,Python Developer,3,Công nghệ thông tin,junior
5700,1685305029000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,senior
5701,1709915549000,Hà Nội,Java Developer,1,Công nghệ thông tin,intern
5702,1708576413000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,senior
5703,1711868011000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,junior
5704,1703178913000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,senior
5705,1675656169000,Hà Nội,NodeJs,1,Công nghệ thông tin,junior
5706,1703137983000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,middle
5707,1689634501000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,junior
5708,1688866399000,Hà Nội,ReactJs,2,Công nghệ thông tin,senior
5709,1680820903000,Hà Nội,Python Developer,2,Công nghệ thông tin,junior
5710,1697809913000,Hà Nội,Backend Developer,3,Công nghệ thông tin,senior
5711,1689074035000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,intern
5712,1675414202000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,fresher
5713,1675572433000,Hà Nội,Python Developer,2,Công nghệ thông tin,middle
5714,1703754166000,Hà Nội,ReactJs,1,Công nghệ thông tin,junior
5715,1710764872000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,junior
5716,1683524330000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,senior
5717,1684888896000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,intern
5718,1697307942000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,fresher
5719,1692586843000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,junior
5720,1675763964000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,senior
5721,1709976010000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,middle
5722,1685361300000,Hà Nội,Backend Developer,3,Công nghệ thông tin,middle
5723,1689213389000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,fresher
5724,1673612697000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,junior
5725,1710411859000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,fresher
5726,1710599598000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,middle
5727,1716370365000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,senior
5728,1692873913000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,intern
5729,1695518966000,Hà Nội,Python Developer,3,Công nghệ thông tin,middle
5730,1690802358000,Hà Nội,Python Developer,3,Công nghệ thông tin,senior
5731,1672959824000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,senior
5732,1688376879000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,fresher
5733,1694218764000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,middle
5734,1709613561000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,intern
5735,1694032562000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,junior
5736,1705181066000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,fresher
5737,1710860714000,Hà Nội,Python Developer,2,Công nghệ thông tin,fresher
5738,1708059887000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,fresher
5739,1690714839000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,middle
5740,1715068849000,Hà Nội,Backend Developer,2,Công nghệ thông tin,intern
5741,1689248970000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,intern
5742,1705494940000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,intern
5743,1681221601000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,senior
5744,1709559361000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,senior
5745,1711559241000,Hà Nội,Python Developer,2,Công nghệ thông tin,middle
5746,1675315254000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,intern
5747,1685170526000,Hà Nội,Python Developer,3,Công nghệ thông tin,senior
5748,1714457573000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,intern
5749,1714926449000,Hà Nội,Backend Developer,1,Công nghệ thông tin,junior
5750,1703478657000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,intern
5751,1679894258000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,middle
5752,1700811960000,Hà Nội,Python Developer,3,Công nghệ thông tin,fresher
5753,1690039123000,Hà Nội,NodeJs,3,Công nghệ thông tin,intern
5754,1684051460000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,junior
5755,1679064536000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,fresher
5756,1710929579000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,senior
5757,1704452434000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,middle
5758,1689562198000,Hà Nội,ReactJs,3,Công nghệ thông tin,junior
5759,1716139774000,Hà Nội,Python Developer,1,Công nghệ thông tin,intern
5760,1690468912000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,intern
5761,1696735285000,Hồ Chí Minh,ReactJs,3,Công nghệ thông tin,fresher
5762,1685630661000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,intern
5763,1690414125000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,middle
5764,1716965418000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,senior
5765,1696932879000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,middle
5766,1680800505000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,middle
5767,1692275712000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,fresher
5768,1705966936000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,junior
5769,1699093880000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,junior
5770,1703494691000,Hà Nội,Python Developer,3,Công nghệ thông tin,fresher
5771,1709806858000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,fresher
5772,1699757653000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,intern
5773,1678254352000,Hà Nội,Java Developer,3,Công nghệ thông tin,fresher
5774,1686486554000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,junior
5775,1713915084000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,senior
5776,1713549393000,Hà Nội,Data Scientist,3,Công nghệ thông tin,fresher
5777,1696401096000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,middle
5778,1717158265000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,intern
5779,1700327823000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,fresher
5780,1685923756000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,junior
5781,1714518325000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,intern
5782,1675488997000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,intern
5783,1684158686000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,intern
5784,1695528849000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,junior
5785,1693309461000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,intern
5786,1691956792000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,intern
5787,1691160348000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,junior
5788,1705537497000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,junior
5789,1697006540000,Hà Nội,ReactJs,2,Công nghệ thông tin,junior
5790,1704887376000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,senior
5791,1692973428000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,middle
5792,1704742810000,Hà Nội,ReactJs,1,Công nghệ thông tin,middle
5793,1706425275000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,middle
5794,1697602524000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,junior
5795,1710204219000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,senior
5796,1696277087000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,junior
5797,1685070784000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,fresher
5798,1695796218000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,fresher
5799,1681852194000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,middle
5800,1709122623000,Hà Nội,Java Developer,3,Công nghệ thông tin,junior
5801,1716071554000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,junior
5802,1688270730000,Hà Nội,Python Developer,2,Công nghệ thông tin,senior
5803,1691536704000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,middle
5804,1697293690000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,junior
5805,1697695909000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,intern
5806,1674605217000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,middle
5807,1691774998000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,senior
5808,1694727508000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,senior
5809,1710495754000,Hà Nội,Data Scientist,1,Công nghệ thông tin,fresher
5810,1700822235000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,junior
5811,1679684166000,Hà Nội,Data Scientist,1,Công nghệ thông tin,intern
5812,1685980990000,Hà Nội,Java Developer,3,Công nghệ thông tin,senior
5813,1693246111000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,fresher
5814,1674869244000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,intern
5815,1704522656000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
5816,1697876871000,Hà Nội,Data Scientist,1,Công nghệ thông tin,middle
5817,1676337089000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,intern
5818,1697691970000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,senior
5819,1694748817000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,intern
5820,1708759806000,Hà Nội,Python Developer,2,Công nghệ thông tin,senior
5821,1688323341000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,intern
5822,1699963622000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,fresher
5823,1681755102000,Hà Nội,NodeJs,2,Công nghệ thông tin,intern
5824,1700433402000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,intern
5825,1689814077000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,middle
5826,1687955124000,Hà Nội,Python Developer,3,Công nghệ thông tin,fresher
5827,1702522672000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,middle
5828,1710608960000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,middle
5829,1693275909000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,fresher
5830,1675338933000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,junior
5831,1683975419000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,senior
5832,1698442237000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,senior
5833,1673168932000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,intern
5834,1700504710000,Hà Nội,Java Developer,2,Công nghệ thông tin,junior
